Language Code,,,Official Word,variation 1:,variation 2:,variation 3:,variation 4:,variation 5:,variation 6:,variation 7:
E,,,room,rooms,roomed,roomily,roomer,roomier,roomiest,roomy
E,,,rooster,roosters,roosterish,,,,,
E,,,root,roots,rooted,rooting,rootedly,rootedness,,
E,,,rope,ropes,roped,roping,roper,ropable,ropeable,ropeability
E,,,rotate,rotates,rotated,rotating,rotation,rotational,,
E,,,rough,roughs,roughed,roughing,roughly,roughest,roughness,
E,,,round,rounds,rounded,rounding,rounder,roundest,roundly,roundness
E,,,route,routes,routed,routing,routable,,,
E,,,royal,royals,royally,royalty,,,,
E,,,rule,rules,ruled,ruling,ruler,rulers,rulable,
E,,,sacred,sacredly,sacredness,sacredize,,,,
E,,,sacrifice,sacrifices,sacrificed,sacrificing,sacrificial,sacrificially,sacrificer,
E,,,safe,safe,safer,safest,safely,safety,safeness,
E,,,saffron,saffrony,,,,,,
E,,,sage,sages,sagely,,,,,
E,,,Sagittarius,,,,,,,
E,,,saint,saints,St.,saintly,saintish,saintliness,,
E,,,sake,sakes,,,,,,
E,,,saline ,salinity,salination,,,,,
E,,,salute,salutes,saluted,saluting,salutatory,salutation,saluter,
E,,,salute,salutes,saluted,saluting,salutation,salutary,salutations,
E,,,same,sameness,samely,sameish,,,,
E,,,sanctify,sanctifies,sanctified,sanctifying,sanctifyingly,sanctity,sanctifiable,
E,,,sandal,sandals,,,,,,
E,,,sandalwood,sandalwoods,,,,,,
E,,,satiate,satiates,satiated,satiating,satiation,,,
E,,,satisfy,satisfies,satisfied,satisfying,satisfaction,satisfyingly,,
E,,,savage,savages,savaged,savaging,savagery,savagely,savager,savagism
E,,,say,says,said,saying,sayings,,,
E,,,scale,scales,scaled,scaling,scaley,scalier,scaliest,scaler
E,,,scant,scanty,scantily,scantiness,,,,
E,,,scatter,scatters,scattered,scattering,scatterer,scatterable,scatteration,
E,,,scent,scents,scented,scenting,scentingly,scentful,,
E,,,scholar,scholars,scholarly,scholarship,,,,
E,,,school,school,schools,schooled,schooling,schooly,schoolwork,
E,,,science,sciences,scientist,scientists,scientific,scientifical,scientifically,
E,,,scorpion,scorpions,,,,,,
E,,,scripture,scriptures,scriptural,scripturally,,,,
E,,,sea,seas,,,,,,
E,,,seal,seals,sealed,sealing,sealer,sealant,,
E,,,season,seasons,seasoned,seasoning,seasonal,seasonally,seasonable,seasonability
E,,,seat,seats,seated,seating,seater,seatable,,
E,,,second,seconds,seconde,secondarily,,,,
E,,,secret,secrets,secreted,secreting,secretive,secretively,secretness,
E,,,secrete,secretes,secreted,secreting,secretion,secretions,secreter,
E,,,sect,sects,sectarian,,sectional,,,
E,,,see,sees,saw,seeing,seer,seen,,
E,,,seed,seeds,seeded,seeding,seeder,seedable,,
E,,,seedless,seedlessly,seedlessness,,,,,
E,,,seek,seeks,sought,seeking,seeker,,,
E,,,seem,seem,seemed,seeming,seemingly,seemliness,seemlihood,
E,,,seize,siezes,seized,seizing,seizure,seizable,seizers,
E,,,select,selects,selected,selecting,selection,selective,selector,
E,,,Self,,,,,,,
E,,,selfish,selfishly,selfishness,,,,,
E,,,selfless,selflessly,selflessness,,,,,
E,,,semen,seminal,,,,,,
E,,,semicircle,semicircles,semicircular,semicircularity,,,,
E,,,send,sends,sent,sending,sender,sendee,,
E,,,sensation,sensations,,,,,,
E,,,sense,senses,sensed,sensing,sensorium,sensible,sensuous,
E,,,sentence,sentences,sentenced,sentencing,sentential,sentencer,,
E,,,sentient,sentience,sentient,sentience,sentiently,,,
E,,,sentiment,sentiments,sentimental,sentimentality,sentimentally,sentimentalism,sentimentalist,
E,,,separate,separates,separated,separating,separatingly,separately,separateness,separation
E,,,serene,serenes,serened,serening,serener,serenest,,
E,,,series ,seriate,seriation,serial,,,,
E,,,serpent,serpents,serpentina,,,,,
E,,,serpentine,serpentinite,,,,,,
E,,,serve,serves,served,serving,server,servers,,
E,,,sesame,sesames,,,,,,
E,,,set,seth,sets,setting,settings,,,
E,,,settle,settles,settled,,,,,
E,,,seven,seventhly,seventh,,,,,
E,,,sex,sexes,sexually,sexual,sexuals,sexually,sexualized,sexualization
E,,,shake,shakes,shook,shaking,shaker,shaky,shakier,shakiest
E,,,shape,shapes,shaped,shaping,shaper,shapely,shapelier,shapeliest
E,,,share,shares,shared,sharing,sharer,shareable,shareability,
E,,,sharp,sharps,sharped,sharpening,sharpen,sharpened,sharper,sharpest
E,,,sheath,sheaths,sheathed,sheathing,sheather,,,
E,,,shell,shells,shelled,shelling,sheller,shelliest,,
E,,,shelter,shelters,sheltered,sheltering,shelteringly,shelteredness,,
E,,,shine,shines,shined,shining,shone,shinier,shiniest,shiny
E,,,short,short,shorted,shorting,shorter,shortest,shortly,shortness
E,,,shoulder,shoulders,,,,,,
E,,,shout,shouts,shouted,shouting,shouter,shouty,shoutier,shoutiest
E,,,show,shows,showed,showing,shown,showy,showier,showiest
E,,,shred,shreds,shredded,shredding,shredder,shreddable,,
E,,,shut,shuts,shutted,shutting,shutter,,,
E,,,sick,sicker,sickest,sickness,sicknesses,sickly,sickliness,
E,,,side,sides,sided,siding,sideways,sidewards,,
E,,,sideway,sideways,,,,,,
E,,,sight,sights,sighted,sighting,sightings,sightedness,sightful,sightly
E,,,sign,signs,signed,signing,signage,signist,,
E,,,signify,signifies,signified,signifying,signification,significance,significances,significant
E,,,Sikh,Sikhs,Sikhism,,,,,
E,,,silence,silences,silenced,silencing,silencer,silently,,
E,,,similar,similar,similarly,similtude,similarity,similarities,,
E,,,simple,simply,simpler,simplest,simplicity,simplify,simplistic,simpleness
E,,,sincere,sincerity,sincerely,sincerer,sincerest,sincereness,,
E,,,sing,sings,sang,singing,singer,singingly,,
E,,,single,singles,singled,singling,singly,singleton,singular,
E,,,sink,sinks,sank,sinking,sinker,sinkable,,
E,,,sister,sisters,sisterly,sisterhood,,,,
E,,,sit,sits,,sitting,sittings,sitten,sitter,
E,,,site,sites,sited,siting,situate,situated,,
E,,,situate,situates,situated,situating,situation,situational,,
E,,,six,sixth,,,,,,
E,,,sixteen,sixteenth,,,,,,
E,,,skin,skins,skinned,skinning,skinner,skinable,,
E,,,skull,skulls,,,,,,
E,,,sky,skies,,,,,,
E,,,slack,slacks,slacked,slacking,slacker,slacken,slackened,slackish
E,,,slaughter,slaughters,slaughtered,slaughtering,slaughterer,,,
E,,,slave,slaves,slaved,slaving,slaver,slavery,slavish,slavishly
E,,,sleep,sleeps,slept,sleeping,sleepiness,sleeper,sleepy,sleepily
E,,,slender,slenders,slendered,slendering,slenderize,slendery,slenderish,slenderer
E,,,slight,slight,slightly,slighted,slighting,slightable,slighty,
E,,,sloth,sloths,slothed,slothing,slothful,slothfulness,slothen,slothens
E,,,slow,slows,slowed,slowing,slowly,slowish,slower,slowest
E,,,small,small,smaller,smallest,smallish,smallishly,smallness,
E,,,smell,smells,smelled,smelling,smelly,smellier,smelliest,smellable
E,,,smile,smiles,smiled,smiling,smilingly,smiley,smilies,
E,,,smother,smothers,smothered,smothering,smotherer,smotheringly,smothery,
E,,,snake,snakes,snaked,snaking,snakey,snakelet,,
E,,,snare,snares,snared,snaring,ensnare,,,
E,,,soap,soaps,soaped,soaping,soapy,soapier,soapiest,soapiness
E,,,soar,soars,soared,soaring,soarer,soaringly,,
E,,,society,societies,societal,societally,societalization,,,
E,,,sofa,sofas,,,,,,
E,,,soft,soft,softer,softest,softly,softness,,
E,,,soil,soils,soiled,soiling,soily,soilier,soiliest,soilage
E,,,sol,solar,,,,,,
E,,,sole,soles,insole,,,,,
E,,,solemn,solemnize,solemnly,solemnity,,,,
E,,,solitary,solitariness,solitude,,,,,
E,,,solstice,solstices,,,,,,
E,,,son,,,,,,,
E,,,song,songs,songer,songster,songy,songier,songiest,songish
E,,,sorrow,sorrows,sorrowed,sorrowing,sorrowingly,sorrowful,sorrowfully,
E,,,sorry,sorrier,sorriest,sorrily,sorriness,sorries,sorrys,
E,,,soul,souls,soulful,soulfully,,,,
E,,,sound,sounds,sounded,sounding,sounder,soundest,soundy,
E,,,source,sources,sourced,sourcing,sourcer,sourceable,,
E,,,south,southern,southerly,,,,,
E,,,southwest,SW,southwestern,,,,,
E,,,sovereign,sovereignty,,,,,,
E,,,soybean,soybeans,,,,,,
E,,,space,spaces,spaced,spacing,spacer,spacey,spacier,spaciest
E,,,span,spans,spanned,spanning,spanner,,,
E,,,sparrow,sparrows,,,,,,
E,,,spatial,spatially,spatiality,spatialities,spatialism,spatialist,,
E,,,speak,speaks,spoke,speaking,speaker,speakers,speakingly,speakable
E,,,spear,spears,speared,spearing,spearer,spearable,,
E,,,special,specials,specially,specialist,specialism,,,
E,,,specie,species,speciaism,speciaist,speciation,,,
E,,,specify,specifies,speified,specifying,specifics,specifically,specification,
E,,,specter,specters,spectre,spectres,,,,
E,,,speech,speeches,speeched,speeching,speechy,speechier,speechiest,
E,,,spell,spells,spelled,spelling,speller,spellingly,,
E,,,sphere,spheres,sphered,spherical,spherics,spherically,,
E,,,spice,spices,spiced,spicing,spicy,spicier,spiciest,spicily
E,,,spine ,spinal,spinally,spinous,,,,
E,,,spiral,spirals,spiraled,spiraling,spiraler,spiralled,spiralling,
E,,,spirit,spirits,spirited,spiriting,spiritualism,spiritualizes,spiritualism,spiritualist
E,,,splendor,splendorous,splendorously,splendid,splendidly,,,
E,,,split,split,splits,splitting,splitable,splitter,,
E,,,spoil,spoils,spoiled,spoiling,spoiler,spoilt,,
E,,,sport,sports,sported,sporting,sporty,sportingly,sportive,
E,,,spread,spreads,spreading,spreader,speadingly,spreadable,spreadability,
E,,,spright,sprightly,sprightlier,sprightliest,sprightiness,,,
E,,,spring,spring,springing,sprung,springy,springier,springiest,
E,,,sprout,sprouts,sprouted,sprouting,sprouter,sproutable,sprouter,
E,,,squeeze,squeezes,squeezed,squeezing,squeezer,,,
E,,,stable,stables,,,,,,
E,,,staff,staffs,staffed,staffing,staffer,staffable,,
E,,,stage,stages,staged,staging,stager,stagy,stagier,stagiest
E,,,stalk,stalks,stalked,stalking,stalker,stalkee,stalkingly,stalkable
E,,,stand,stands,stood,standing,stander,standability,,
E,,,star,stars,starred,starring,starry,starrier,starriest,starlike
E,,,start,starts,started,starting,startable,starter,,
E,,,state,states,stated,stating,statingly,stately,statelier,stateliest
E,,,statement,statements,,,,,,
E,,,statesman,statesmen,,,,,,
E,,,static,statically,staticity,,,,,
E,,,statue,statues,statuesque,stauette,statuary,,,
E,,,stay,stays,stayed,staying,stayer,stayable,,
E,,,steady,steadies,steadied,steadying,steadily,steadier,steadiest,steadiness
E,,,steal,steals,stole,stealing,stolen,stealer,,
E,,,steam,steams,steamer,steaming,steamy,steamer,steamable,
E,,,stem,stems,stemmed,stemming,stemmable,stemmy,stemmier,stemmiest
E,,,step,steps,stepped,stepping,stepper,,,
E,,,stern,sternly,sternish,sternishly,sternness,,,
E,,,stick,sticks,sticking,stuck,sticker,sticky,stickier,stickiest
E,,,stiff,stiffs,stiffed,stiffing,stiffness,stiffly,stiffer,stiffest
E,,,stifle,stifles,stifled,stifling,stiflingly,stiflingness,,
E,,,stimulate,stimulated,stimulating,stimulator,stimulant,stimuli,stimulative,stimulation
E,,,stoic,stoical,stoically,stoicism,stoicalness,,,
E,,,stomach,stomachs,,,,,,
E,,,stone,stones,stoned,stoning,stoner,stoney,stonier,stoniest
E,,,stool,stools,,,,,,
E,,,stop,stops,stopped,stopping,stopper,stoppage,stoppable,
E,,,store,stores,stored,storing,storable,storer,storage,
E,,,storehouse,storehouses,storehoused,storehousing,,,,
E,,,story,stories,storied,storying,,,,
E,,,strand,strands,stranded,stranding,strandedness,,,
E,,,strange,stranger,strangers,strangest,strangeness,strangely,,
E,,,strap,straps,strapped,strapping,strapper,strappy,strappier,strappiest
E,,,stream,streams,streamed,streaming,streamer,streamingly,streamier,streamiest
E,,,street,streets,,,,,,
E,,,strength,strengths,strengthens,strengthened,strengthening,strengthener,,
E,,,stretch,stretches,stretched,stretching,stretchy,stretchier,stretcher,stretchiness
E,,,strict,strictly,strictness,stricter,strictest,,,
E,,,strike,strikes,struck,striking,strikingly,striker,stricken,
E,,,string,strings,stringing,strung,stringer,stringy,stringier,stringiest
E,,,strive,strives,strived,striving,striver,striven,strivingly,
E,,,strong,stronger,strongest,strongly,strengths,,,
E,,,student,student,students,studenty,,,,
E,,,study,studies,studied,studying,studier,studiedly,studiedness,
E,,,stun,stuns,stunned,stunning,stunable,stunner,stunningly,
E,,,stupid,stupids,stupidity,stupefying,stupider,stupidest,stupedly,
E,,,stupor,stuporous,stuporously,stupification,stupifyingly,supifies,stupified,stupifying
E,,,subdue,subdues,subdued,subduing,subduedly,subduement,subduer,
E,,,subject,subjects,subjected,subjecting,subjective,subjectivity,subjectively,subjectiveness
E,,,subliminal,subliminally,subliminality,subliminate,subliminated,subliminating,,
E,,,submissive,submissively,submission,submissiveness,,,,
E,,,subordinate,subordinates,subordinated,subordinating,subordination,subordinative,,
E,,,subsequent,subsequently,subsequential,subsequentially,,,,
E,,,subside,subsides,subsided,subsiding,subsidence,subsidiary,subsident,subsidation
E,,,subsist,subsists,subsisted,subsisting,subsists,subsister,subsistent,substitential
E,,,substance,substances,substantive,substantive,substantial,substantially,,
E,,,substrate,substrates,substratum,substratal,substratism,,,
E,,,subtle ,subtly,subtlely,subtler,subtlest,subtleness,subtlety,
E,,,succeed,succeeds,succeeded,succeeding,succeedingly,,,
E,,,success,successes,successful,successfully,successive,successor,,
E,,,suffer,suffers,suffered,sufferings,sufferer,surrerable,sufferably,sufferage
E,,,suggest,suggests,suggested,suggesting,suggestion,suggestions,suggester,suggestively
E,,,summer,summers,,,,,,
E,,,summit,summits,summitted,summitting,summited,summiting,summitry,summiteer
E,,,sun,suns,sunned,sunning,sunny,sunnier,sunniest,sunnily
E,,,sunlight,sunlite,sunlighting,sunshine,sunshines,,,
E,,,sunrise,sunrises,,,,,,
E,,,superconscious,superconsciousness,superconciously,,,,,
E,,,superfluous,superfluously,superfluousness,,,,,
E,,,superhuman,superhumans,,,,,,
E,,,superior,superiorness,superiorly,superiority,,,,
E,,,supernatural,supernaturally,supernaturalist,supernaturalism,supernaturality,supernaturalness,,
E,,,supernormal,supernormality,supernormally,,,,,
E,,,supersensory,supersensorial,supersensorium,supersensation,,,,
E,,,support,supports,supported,supporting,supporter,supportive,,
E,,,suppose,supposes,supposed,supposing,supposition,suppositive,suppositively,supposer
E,,,suppress,suppresses,suppressed,suppressing,suppresser,suppressor,suppressable,suppression
E,,,supreme,supremely,supremer,supremest,supremacist,supremacy,supremacism,
E,,,surplus,surpluses,surplussed,surplusing,surplused,surplassing,surplasage,
E,,,surrender,surrenders,surrendered,surrendering,surrenderer,surrenderor,surrenderism,surrenderingly
E,,,surround,surrounds,surrounded,surrounding,surroundedness,,,
E,,,suspense,suspenseful,suspensefully,suspensefulness,,,,
E,,,sustain,sustains,sustained,sustaining,sustenance,sustainer,,
E,,,swan,swans,,,,,,
E,,,sweet,sweetly,sweeter,sweetest,sweetness,sweets,sweeten,
E,,,swift,swifts,swiftly,swifter,swiftest,,,
E,,,swoon,swoons,swooned,swooning,swooner,swoony,swoonier,swooniest
E,,,sword,swords,,,,,,
E,,,syllable,syllables,,,,,,
E,,,syllogism,syllogisms,syllogismus,,,,,
E,,,symbol,symbols,symbolic,symbolically,symbolism,symbolical,symbolize,symbolizing
E,,,symptom,symptoms,symptomatic,symptomatology,,,,
E,,,synonym,synonyms,synonymous,synonymic,synonymist,synonymize,synonymously,
E,,,system,systems,systemed,systeming,systematic,systematically,systematize,systematizing
E,,,tactile,tactilely,,,,,,
E,,,tail,tails,tailed,tailing,tailer,tailable,,
E,,,tailor,tailors,tailored,tailoring,tailorly,,,
E,,,take,takes,took,taking,taken,taker,takeable,
E,,,target,targets,targetted,targetting,targetter,targeted,targeting,targeter
E,,,taste,tastes,tasted,tasting,tasty,tastier,tastiest,tastiness
E,,,teach,teaches,taught,teaching,teacher,teachy,teachier,teachiest
E,,,tear,tears,tore,tearing,torn,tearingly,,
E,,,tear,teary,tearier,teariest,teared,,,
E,,,technique,technical,technically,techniques,technician,,,
E,,,temple,temples,,,,,,
E,,,temporal,temporally,temporary,temporarily,,,,
E,,,ten,tennish,tenth,tens,,,,
E,,,tendency,tendencies,,,,,,
E,,,term,terms,termed,terming,termer,,,
E,,,terminate,terminates,terminated,terminating,terminater,terminal,,
E,,,terminology,terminologies,terminological,,,,,
E,,,terrible,terribly,terribler,terriblest,terribleness,,,
E,,,terrify,terrifies,terrified,terrifying,terrifyingly,terrifier,terror,
E,,,territory,territories,territorial,,,,,
E,,,terror,terrors,terrorize,terrorizes,terrorized,terrorizing,terrorist,terrorism
E,,,terse,tersely,terser,tersest,terseness,,,
E,,,testament,testimonial,testimonials,testimony,,,,
E,,,testify,testifies,testifying,,,,,
E,,,text,texts,textual,textually,,,,
E,,,theory ,theories,theoretical,theoristically,theorizes,theorized,theorizing,theorization
E,,,thick,thickly,thicker,thickest,thickness,,,
E,,,thin,thins,thinned,thinning,thinly,thinner,thinnest,
E,,,thing,things,thingish,thingism,thingy,thingies,,
E,,,think,thinks,thought,thinking,thinker,thinkable,thoughtful,thoughtfully
E,,,thirst,thirsts,thirsted,thirsting,thirsty,thirstier,thirstiest,thirstiness
E,,,thousand,thousands,thousandth,,,,,
E,,,thread,threads,threaded,threading,thready,threadier,threadiest,threadly
E,,,threat,threats,threaten,threatens,threatened,threatening,threatener,threateningly
E,,,three,threes,third,threefold,,,,
E,,,thrill,thrills,thrilled,thrilling,thrillingly,thriller,thrilly,thrillier
E,,,thrive,thrives,thrived,thriving,thivedly,thriver,,
E,,,throat,throats,throated,throating,throatiness,throaty,throatier,throatiest
E,,,throw,throws,threw,throwing,thrown,thrower,,
E,,,thumb,thumbs,thumbed,thumbing,thumby,thumbier,thumbiest,thumbingly
E,,,thunder,thunders,thundered,thundering,thunderous,thunderously,,
E,,,thunderbolt,thunderbolts,thunderbolted,thunderbolting,,,,
E,,,Tibet,Tibetan,,,,,,
E,,,tie,ties,tied,tying,tier,,,
E,,,tiger,tigers,,,,,,
E,,,time,times,timed,timing,timely,timeliness,timelier,timeliest
E,,,tinge,tinges,tinged,tingeing,tinging,tinger,,
E,,,tint,tints,tinted,tinting,tinter,tintable,tintable,tinty
E,,,tip,tips,tipped,tipping,tipper,tippiness,tippy,
E,,,title,titles,titled,titling,,,,
E,,,toe,toes,toed,toeing,toer,,,
E,,,together,togetherness,,,,,,
E,,,tone,tones,toned,toning,toner,tony,tonier,toniest
E,,,tongue,tongues,tongued,tongueing,tonguy,tonguey,tonguely,tonguer
E,,,tool,tools,,,,,,
E,,,tooth,teeth,toothsome,toothy,toothier,toothiest,,
E,,,torch,torches,torched,torching,,,,
E,,,total,totals,totaled,totaling,totally,totallity,totaler,totaller
E,,,touch,touches,touched,touching,toucher,touchingly,touchy,touchiness
E,,,town,towns,townish,,,,,
E,,,track,tracks,tracked,tracking,tracker,trackable,,
E,,,tradition,traditions,traditional,traditionally,traditionalist,traditionalism,,
E,,,tranquil,tranquility,,,,,,
E,,,transcend,transcends,transcended,transcending,transcendence,transcendent,transcendental,transcension
E,,,transform,transforms,transformed,transforming,transformer,transformative,transformation,transformable
E,,,translate,translates,translated,translating,translations,translator,translators,
E,,,transmit,transmits,transmitted,transmitting,transmitter,transmission,transmissible,transmissibility
E,,,transparent,transparently,transparency,transparecies,transparence,,,
E,,,transport,trapnsports,transported,transporting,transporter,transportation,transportable,transportative
E,,,trap,traps,trapped,trapping,trapper,trappy,trappier,trappiest
E,,,treasure,treasures,treasured,treasuring,treasurial,treasurer,,
E,,,treat,treats,treated,treating,treater,treatment,treatments,
E,,,treatise,treatises,,,,,,
E,,,tree,trees,treed,treeing,tree,,,
E,,,tremble,trembles,trembled,trembling,trembly,tremblier,tremblingly,trembler
E,,,triad,triads,triadic,triadically,,,,
E,,,triangle,triangles,triangular,,,,,
E,,,tribe,tribes,tribal,tribals,tribally,tribalism,tribalist,
E,,,trick,tricks,tricked,tricking,tricker,trickedly,trickster,
E,,,trident,tridented,tridents,,,,,
E,,,triple,triples,tripled,triplicate,triplicates,triplicated,triplicating,triplicator
E,,,triumph,triumphs,triumphed,triumphing,triumphant,triumphantly,,
E,,,trouble,troubles,troubled,troubling,troublingly,troubler,,
E,,,troublemaker,troublemakers,,,,,,
E,,,true,truer,truest,truthful,truthfully,truly,truth,trueism
E,,,trunk,trunks,,,,,,
E,,,trust,trusts,trusted,trusting,trustingly,trustworthy,trustee,trustor
E,,,truth,truths,truthed,truthiness,thruthful,truthfulness,truthfully,
E,,,tube,tubes,tubular,tubish,,,,
E,,,tumor,tumors,tumoral,,,,,
E,,,tune,tunes,tuned,tuning,tuner,tuny,tunier,tuniest
E,,,turbid,turbidly,tiurbidity,turbidness,,,,
E,,,turbulent,turbulence,turbulently,,,,,
E,,,turmeric,tumerics,tumerick,,,,,
E,,,turn,turns,turned,turning,turningly,turner,,
E,,,turtle,turtles,,,,,,
E,,,twelve,twelfth,twelfthish,,,,,
E,,,twilight,twilighted,twilightish,,,,,
E,,,twin,twins,twinned,twinning,twinner,,,
E,,,two,twos,twofold,twoish,,,,
E,,,type,types,typed,typing,typer,typy,typier,typiest
E,,,ultimate,ultimates,ultimated,ultimating,ultimately,ultimateness,,
E,,,unable,unables,unabled,unabling,unabler,unablest,unableness,
E,,,unbind,unbinds,unbinding,unbound,undounded,,,
E,,,uncertain,uncertainty,uncertainties,uncertainest,uncertainly,,,
E,,,unchange,unchanges,unchanged,unchanging,unchangeable,unchangingly,,
E,,,unchange,unchangingness,unchangeably,unchangeability,unchangeableness,,,
E,,,uncle,uncles,uncular,,,,,
E,,,uncoil,uncoils,uncoiled,uncoiling,uncoilable,,,
E,,,uncommon,uncommonly,uncommonness,uncommoner,uncommonest,uncommonable,uncommonplaceness,
E,,,unconcern,unconcerns,unconcerned,unconcerning,unconcernment,unconcernedness,unconcernedly,
E,,,unconscious,unconsciousness,unconsciously,,,,,
E,,,undergo,undergoes,undergone,undergoing,underwent,undergoer,,
E,,,underlie,underlies,underlain,underlying,underlay,underlyingly,underlyingness,underlier
E,,,understand,understands,understood,understanding,understandable,understandingly,,
E,,,undertake,undertakes,undertaken,undertakings,undertakable,undertaker,undertakenly,undertakable
E,,,undistinguished,undistinguishable,,,,,,
E,,,undoubt,undoubted,undoubtedly,undoubtable,undoubtably,undoubting,undoubtingly,
E,,,unfavorable,unfavorableness,unfavorability,unfavorably,unfavorable,unfavorable,,
E,,,unfetter,unfetters,unfettered,unfettering,unfetteredness,unfetteringly,,
E,,,unguent,unguents,,,,,,
E,,,unintelligent,unintelligence,unintelligible,unintelligently,,,,
E,,,union,unions,unional,,,,,
E,,,unite,unites,united,uniting,unity,unitive,,
E,,,universe,universal,universes,universally,,,,
E,,,universe,universal,universes,universally,,,,
E,,,unkind,unkinder,unkindest,unkindly,unkindlier,unkindliest,unkindness,unkindliness
E,,,unknown,unknowingly,unknowingness,unknowns,unknowable,,,
E,,,unleaven,unleavens,unleavened,unleavenable,unleavenedness,,,
E,,,unmarried ,unmarriedness,,,,,,
E,,,unnatural,unnaturally,unnaturalness,unnaturality,,,,
E,,,unobtained,unobtainable,unobtainableness,,,,,
E,,,unpleasant,unpleasantly,unpleasantness,unpleasantry,unpleasantries,unpleasanter,unpleasantest,
E,,,unreal,unreality,unrealness,unrealistic,unrealizable,,,
E,,,unrighteous,unrighteously,unrighteousness,,,,,
E,,,unselfish,unselfishly,unselfishness,,,,,
E,,,unsmeared,,,,,,,
E,,,unsought,,,,,,,
E,,,unstable,unstables,unstabled,unstabling,unstablingly,unstability,unstabilize,
E,,,unsteady,unsteadies,unsteadied,unsteadying,unsteadiness,unsteadily,unsteadier,unsteadiest
E,,,unstruck,,,,,,,
E,,,unsully,unsullied,unsulliable,,,,,
E,,,untouched,untouchable,untouchables,untouching,untouched,untouchingly,untouchability,
E,,,unwholesome,unwholesomeness,unwholesomely,,,,,
E,,,uphold,upholds,upheld,upholding,upholdatory,upholdable,,
E,,,upright,uprighted,uprights,uprightness,uprightly,,,
E,,,US,United States,USA,U.S.A.,,,,
E,,,usual,usually,usuality,,,,,
E,,,uterus,uterine,womb,,,,,
E,,,utter,utters,uttered,uttering,utterly,utterance,uttermost,
E,,,valid,validly,validity,validate,validates,validated,validating,validation
E,,,value,values,valued,valuing,valuably,valuable,valuation,
E,,,vary,varies,varied,varying,variable,variation,variations,
E,,,vast,vastness,vasty,vaster,vastest,vastly,,
E,,,vehement,vehemence,vehemently,,,,,
E,,,vehicle,vehicles,vehicular,vehicularly,,,,
E,,,vein,veins,veinal,venous,venously,,,
E,,,venerate,venerates,venerated,venerating,veneration,venerable,venerational,venerator
E,,,vengeance,,,,,,,
E,,,verb,verbs,verbal,verbally,verbalism,verbed,verbing,
E,,,verify,verifies,verified,verifying,verification,verifier,verifiable,
E,,,verse,verses,versify,verser,,,,
E,,,vessel,vessels,vesseled,vesseling,,,,
E,,,vestment,vestments,vestmented,vestmental,,,,
E,,,vibration,vibrations,vibrational,vibrational,vibes,vibe,,
E,,,vice,vices,,,,,,
E,,,victory,victorious,victoriously,victoriousness,,,,
E,,,view,views,viewed,viewing,viewer,viewably,viewability,viewable
E,,,vigor,virgorous,vigorously,,,,,
E,,,village,villagers,villages,villagey,villager,,,
E,,,violent,violence,violently,violenceness,,,,
E,,,violin,violins,violined,violining,violinist,,,
E,,,virile,virility,virilescent,,,,,
E,,,virtue,virtues,virtuous,virtuously,virtuosity,,,
E,,,vision,visions,visioned,visioning,visionary,visioner,visionist,
E,,,visual,visuals,visually,visualizes,visualized,visualising,visualization,visualizations
E,,,vital,vitals,vitality,vitalist,vitally,,,
E,,,vocal,vocals,vocally,vocalize,vocalizes,vocalized,vocalizing,vocalizer
E,,,voice,voices,voiced,voicing,voicer,voicy,voicest,
E,,,void,voids,voided,voiding,voider,voidness,,
E,,,volume,volumes,voluminous,voluminously,,,,
E,,,vomit,vomica,vomits,vomited,vomiting,vomiter,,
E,,,vortex,vortexes,vortexed,vortexing,vortexation,,,
E,,,vote,votes,voted,voting,voter,votable,voteability,
E,,,vowel,vowels,vowelled,vowelling,vowellish,vowelly,vowellism,
E,,,vulnerable,vulnerably,vulnerability,,,,,
E,,,waft,wafts,wafted,wafting,whefts,wafter,wafter,wheft
E,,,wait,waits,waited,waiting,waiter,waitress,,
E,,,wake,wakes,woke,waking,wakened,wakens,wakening,
E,,,walk,walks,walked,walking,walkable,walker,walkability,walkably
E,,,wander,wanders,wandered,wandering,wanderer,wanderingly,,
E,,,wane,wanes,waned,waning,waner,,,
E,,,want,wants,wanted,wanting,wantedly,,,
E,,,war,wars,,,,,,
E,,,ward,wards,warded,warding,warder,warden,,
E,,,warm,warms,warmed,warming,warmish,warmest,warmth,
E,,,wash,washes,washed,washing,washer,washable,washability,
E,,,waste,wastes,wasted,wasting,wastingly,wastedness,,
E,,,watch,watches,watched,watching,watchingly,watchful,watchfully,
E,,,water,waters,watered,watering,waterer,watery,waterier,wateriest
E,,,waterless,waterlessly,waterlessness,,,,,
E,,,wave,waves,waved,waving,waver,wavy,wavier,waviest
E,,,wax,waxes,waxed,waxing,waxable,waxy,waxier,waxiest
E,,,weak,weakly,weakness,weaker,weakest,weaknesses,,
E,,,wealthy,wealthier,wealthiest,wealthiness,,,,
E,,,wear,wears,worn,wearing,wearer,wearable,wearability,
E,,,wedge ,wedges,wedged,wedging,wedgie,wedgitude,wedgable,
E,,,weight,weights,weghted,weighting,weightedly,weightier,weightiest,
E,,,welfare,welfares,welfared,welfaring,welfarite,welfarism,welfarist,
E,,,well,wells,welled,welling,wellness,weller,wellest,
E,,,west,westerly,western,westerner,westerners,westerns,,
E,,,wheel,wheels,wheeled,wheeling,wheeler,wheelable,,
