Lang code,Devanagari,Definition and notes,IAST (Official Word),IAST s diacritics,Ma Renu Method,Ma Renu s diacritics,Harvard- Kyoto,Alt Spelling 1,Alt Spelling 2,Alt Spelling 3,Alt Spelling 4,Alt Spelling 5,Alt Spelling 6,Unique to ITRANS  ,,,
S,सर्वज्ञ,"omniscient, all-knowing",sarvajña,sarvajna,,,sarvajJa,,,,,,,sarvaj~na,sarvaGYa,sarwaj~na,sarwaGYa
S,सर्वम्,completely,sarvaṃ,sarvam,,,sarvaM,sarvaṁ,,,,,,sarva.m,sarva.n,sarwaM,sarwa.m
S,सर्वम्,completely,sarvaṃ,,,,,,,,,,,sarwa.n,,,
S,सर्वाङ्ग,"whole body; as in sarvāṅgāsana, shoulder stand pose",sarvāṅga,sarvanga,,,sarvAGga,sarvāñja ?,,,,,,sarvA~Nga,sarvaa~Nga,sarwA~Nga,sarwaa~Nga
S,शश,"rabbit, hare",śaśa,sasa,śhaśha,shasha,zaza,,,,,,,,,,
S,शशक,"hare, rabbit; rabbit in the moon (dark spot on the moon in the shape of a rabbit)",śaśaka,sasaka,śhaśhaka,shashaka,zazaka,shashak,,,,,,,,,
S,शसनम्,discipline or teaching,śāsanam,sasanam,śhāsanam,shasanam,zAsanam,,,,,,,shAsanam,shaasanam,,
S,सासि,Hindi term for the moon,śaśi,sasi,śhaśhi,shashi,zazI,,,,,,,,,,
S,सास्मिता,"accompanied with a smile; from ""sa"" = with, together with, having, containing + asmitā = ""I-sense""; universal sense of being; ""I-amness""; as in sāsmitā samādhi, super-conscious trance accompanied by the knowledge of pure ""I-sense""; samādhi in which the supportive factor is merely ""I-amness""; highest level of samprajñāta samādhi",sāsmitā,sasmita,,,sAsmitA,sasnita,,,,,,sasmitaa,,,
,शास्त्र,"precept, rules, manual, compendium, book or treatise",śāstra,sastra,śhāstra,shastra,zAstra,,,,,,,shAstra,shaastra,,
S,शस्त्री,"a teacher, and instructor, a ruler, king sovereign, a father",śastrī,sastri,shastrī,shastri,zastrI,,,,,,,shastrI,shastrii,shAstRRi,
S,शस्त्री,"a teacher, and instructor, a ruler, king sovereign, a father",śastrī,,,,,śāstṛ,sastr,śhāstṛi,,,,shaastRRi,shAstR^i,shaastR^i,
S,सत्,"existence, reality, being, pure; true; that which really exists; essence",sat,,,,,,,,,,,,,,
S,षट,six,ṣaṭ,sat,ṣhaṭ,shat,SaT,,,,,,,ShaT,,,
S,सत् चित् आनन्द,"sat = truth, existence, reality + cit = consciousness + ānanda = bliss, joy, ecstasy; pure existence, pure consciousness, & bliss absolute; the attributes or essence of Brahman",sat cit ānanda,sat cit ananda,,,sat chit Anand,satchitananda,satchitanand,,,,,sat chit aanand,,,
S,शतरूपा,"story of Manu and Śatarūpā, the first man and woman",Śatarūpā,satrupa,Śhatarūpā,Shatarupa,zatarUpA,,,,,,,shatarUpA,shataruupaa,,
S,शठ,"rascal, dishonets, a knave",śaṭha,satha,śhaṭha,shatha,zaTha,,,,,,,shaTha,,,
S,शठे,śaṭhe śaṭhyam....means “use evil means to kill the evil.”,śaṭhe,sathe,śhaṭhe,shathe,zaThe,shate,,,,,,shaThe,,,
S,शाठ्य,"guile, dishonesty, tirckery",śāṭhya,sathya,śhāṭhya,shathya,zAThya,,,,,,,shAThya,shaaThya,,
S,सती,"satya or truth; name of wife of Śiva; Sati mudrā is
padmasana (the lotus pose)",satī,sati,,,satI,,,,,,,satii,,,
S,सातिशय,"literally superior or preeminent, used in sātiśhaya jñāna or knowledge with a limit; ",sātiśaya,satisaya,sātiśhaya,satishaya,sAtizaya,,,,,,,sAtishaya,saatishaya,,
S,सत्कार,"reverence, devotion for truth",satkāra,satkara,,,satkAra,,,,,,,satkaara,,,
S,सत्कार्यवाद,notion in Sāṁkhya philosophy that every effect pre-exists within a cause; theory of causation; a distinguishing feature of the Sāṃkhya system,satkāryavāda,satkaryavada,,,satkAryavAda,satkaryavad,,,,,,satkAryawAda,satkaaryavaada,satkaaryawaada,
S,सतोगुण,"same as sattva guṇa. The charectoristic or quality of purity, clarity, conciousness.  ",satoguṇa,satoguna,,,satoguNa,,,,,,,,,,
S,सत्पुरुष,good or wise man,satpuruṣa,satpurusa,satpuruṣha,satpurusha,satpuruSa,,,,,,,satpuruSha,,,
S,शत्रुघ्न,one of 4 brothers of Sri Ram; symbolizes pure tamas,Śatrughna,Satrughna,Śhatrughna,Shatrughna,zatrughna,,,,,,,shatrughna,,,
S,सत्सङ्ग,company of the wise,satsaṅga,satsanga,,,satsaGga,satsang,,,,,,satsa~Nga,,,
S,सत्सङ्ग,company of the wise,satsaṅga,,,,,aatsang,saatsang,satsa~Naga,satsaang,satsangi,satsangis,,,,
S,सत्तावत्,endowed with existence,sattāvat,sattavat,,,sattAvat,sattava,,,,,,sattaavat,sattAwat,sattaawat,
S,सात्त्विक,related to the quality of purity,satttvika,,,,,sattvikah,sattvikam,sattvlc,aattvlc,,,satttwika,,,
S,सत्त्व,"the quality of purity, clarity, light, and knowledge (one of the three guṇas); used in sattva buddhi or purified intellect",sattva,,,,,satlvh,sattvaa,sattvam,sattve,,,sattwa,,,
S,सत्त्वपति,"one of seven stages of knowledge, when all desires are eliminated, Self-realization dawns",sattvapati,,,,,sattvapatti,,,,,,sattwapati,,,
S,सात्त्विकम्,having the properties of purity and clarity; when sattva attribute is plentiful,sāttvikam,sattvikam,,,sAttvikam,,,,,,,saattvikam,,,
S,सत्य,"truthfulness, sincerity; reality; the unchanging principle; ""That which really exists""; the Absolute or Ultimate Truth",satya,,,,,sattya,,,,,,,,,
S,सत्याग्रह,practice of non-violence,satyāgraha,satyagraha,,,satyAgraha,,,,,,,satyaagraha,,,
S,सौभद्र,"another name of Abhimanyu; represents the meditative state and saṃyama, the continuity of dhāraṇā, dhyāna, and samādhi",Saubhadra,,,,,,,,,,,,,,
S,शौच,"cleanliness; purity of action, speech, mind (one of the five niyamas, 2nd limb of Aṣṭāṅga Yoga)",śauca,sauca,śhaucha,shaucha,zaucha,saucha,,,,,,,,,
S,सौक्ष्म्य,"subtely, fineness,",saukṣmya,sauksmya,saukṣhmya,saukshmya,saukSmya,sauksmyat,,,,,,saukShmya,sauxmya,,
S,सौमनस्य,cheerfulness,saumanasya,,,,,,saumana,,,,,,,,
S,शव,"corpse, dead body",śava,sava,śhava,shava,zava,,,,,,,shawa,,,
S,सावचारण,together with the application,sāvacāraṇa,savacarana,sāvachāraṇa,savacharana,sAvachAraNa,,,,,,,sAwachAraNa,saavachaaraNa,saawachaaraNa,
S,सावचारण,together with the application,sāvacāraṇa,,,,,savachara,,,,,,,,,
S,सावधान,"attention; alertness; cautious, diligent, attentive",sāvadhāna,savadhana,,,sAvadhAna,,,,,,,saavadhaana,sAwadhAna,saawadhaana,
S,शवसाधन,Tantric practice of mediating while sitting on a dead body with the intention to erase the fear of death from the practitioner's mind,śavasādhana,savasadhana,śhavasādhana,shavasadhana,zavasAdhana,,,,,,,shavasAdhana,shavasaadhana,shawasAdhana,
S,शवसाधन,Tantric practice of mediating while sitting on a dead body with the intention to erase the fear of death from the practitioner's mind,śavasādhana,,,,,,,,,,,shawasaadhana,,,
S,सावयव,composed of parts; conjunct,sāvayava,savayava,,,sAvayava,savayavam,,,,,,sAwayawa,saavayava,saawayawa,
S,सवेध,"near, proximate",savedha,,,,,shaveda,,,,,,sawedha,,,
S,सविचार,"that to which consideration is given: with reflection; as in savicāra samādhi or samādhi in which the supportive factor is subtle reflection or thought regarding time, space, and causation",savicāra,savicara,savichāra,savichara,savichAra,,,,,,,sawichaara,sawichAra,savichaara,
S,सविचार,"that to which consideration is given: with reflection; as in savicāra samādhi or samādhi in which the supportive factor is subtle reflection or thought regarding time, space, and causation",savicāra,,,,,savicharya,savichar,,,,,,,,
S,सविकल्प,with imagination or ideation,savikalpa,,,,,,,,,,,sawikalpa,,,
S,सवितर्क,"accompanied with reason or thought: with gross thoughts of name, form",savitarka,,,,,savitark,,,,,,sawitarka,,,
S,सवितृ,one of the twelve names of the Sun (as symbol of the Self or Pure Conscious Principle),savitṛ,savitr,savitṛi,savitri,savitR,,,,,,,savitRRI,savitR^i,sawitRRI,
S,सवितृ,one of the twelve names of the Sun (as symbol of the Self or Pure Conscious Principle),savitṛ,,,,,,,,,,,sawitR^i,,,
S,सावित्री,"a verse of the Ṛgveda addressed to the sun, ray of sunlight",sāvitrī,savitri,,,sAvitrI,,,,,,,sAwitrI,saavitrii,saawitrii,
S,शयनं,lying; sleeping,śayanaṃ,sayanam,śhayanaṃ,shayanam,zayanaM,śayanaṁ,,,,,,shayanaM,shayana.m,,
S,शयनं,lying; sleeping,śayanaṃ,,,,,,,,,,,shayana.n,,,
S,शयनीयम्,"bed, couch",śayanīyam,sayaniyam,śhayanīyam,shayaniyam,zayanIyam,,,,,,,shayanIyam,shayaniiyam,,
S,शेष,"the snake which is holding the creation; balance, surplus, residue",Śeṣa,Sesa,Śheṣha,Shesha,zeSa,sesha,shesha,,,,,sheSha,,,
S,शेष,"remnant, remainder, leftover",śeṣaḥ,sesah,śheṣhaḥ,sheshah,zeSaH,,,,,,,sheShaH,,,
S,शेषाणी,"the rest, referring in Kārikā 34 (in addition to the organ of action, speech) to the hands, feet, organ of excretion, and organ of generation",śeṣāṇi,sesani,śheṣhāṇi,sheshani,zeSANi,,,,,,,sheShANi,sheShaaNi,,
S,शेषवत्,"one of three kinds of inferential knowledge, subsequent",śeṣavat,sesavat,śheṣhavat,sheshavat,zeSavat,,,,,,,sheShavat,sheShawat,,
S,सेतु,"bridge; also, a descriptor of Oṁ (see Mantrāṇāṃ Setuḥ - in “Spiritual Concepts”)",setu,,,,,setuḥ,,,,,,,,,
S,श्यामपुर,"a location name in various places in India; e.g, a village in Uttar Pradesh",Shyāmpur,Shyampur,,,zyAmpur,,,,,,,shyaampur,shyAmpur,,
S,सिद्ध,"attainment, powers, accomplishments as a result of yoga practice; Siddha - a being of great purification and power who has attained siddhis",siddha,,,,,,,,,,,,,,
S,सिद्धान्तचर् ,one in a set of seven disciplines within Tantra,siddhāntacar,siddhantacar,siddhāntachar,siddhantachar,siddhAntachar,sidantachar,,,,,,siddhaantachar,,,
S,सिद्धान्ताचार,"perfect rule of action, one who practices this rule",siddhāntācāra,siddhantacara,siddhāntāchāra,siddhantachara,siddhAntAchAra,,,,,,,siddhaantaachaara,,,
S,सिद्धत्व,"perfect state, condition of a siddhi, validity of a rule or doctrine",siddhatva,,,,,siddhatvat,,,,,,siddhatwa,,,
S,सिद्धि,"attainment, powers, accomplishments as a result of yogic practice",siddhi,,,,,sindhis,siddhih,siddhl,,,,,,,
S,शिखण्डी,"in the Bhagavad Gītā, a warrier who kills Bhīsma; considered a woman by Bhīsma and so he refused to defend himself; represents attachment",Śikhaṇḍī,Sikhandi,Śhikhaṇḍī,Shikhandi,zikhaNDI,,,,,,,shikhaNDii,,,
S,शील,modesty,śīla,sila,śhīla,shila,zIla,,,,,,,shIla,shiila,,
S,शिलाजीत,lit. rock glue; a medicinal tar-like substance,śilājīt,silajit,śhilājīt,shilajit,zilAjIt,shilagee,,,,,,shilAjIt,shilaajiit,,
,सिंह,lit. one who is best of a class; lion; as in siṃhāsana (lion's pose),siṃha,,,,,,,,,,,,,,
S,सिंहकर्ण,"compound of siṃha (lion) and karṇa (ear), lion's ear; a particular symbolic hand pose, gesture, or mudrā resembling a lion's ear",siṃhakarṇa,,,,siMhakarNa,siṃha-karṇa,singha,,,,,si.mhakarNa,si.nhakarNa,,
S,शिरस्,head; skull; the top of anything,śiras,siras,śhiras,shiras,ziras,śira,sira,śhira,,,,,,,
S,शिरस्,head; skull; the top of anything,śiras,,,,,shira,zira,,,,,,,,
S,शिरो,head,śiro,siro,śhiro,shiro,ziro,,,,,,,,,,
S,शिरोवस्ति,an āyurvedic procedure of pouring of oil or other liquid on the head; head bath with medicated oil,śirovasti,sirovasti,śhirovasti,shirovasti,zirovasti,shirobasti,śirobasti,,,,,,,,
S,शिरोधरा,"the neck (literally, “supporting the head”)",śirodharā,sirodhara,śhirodharā,shirodhara,zirodharA,,,,,,,shirodharA,shirodharaa,,
S,शीर्षम्,the head,śīrṣam,sirsam,śhīrṣham,shirsham,zIrSam,,,,,,,shIrSham,shiirSham,,
S,सीता,"wife of Rāma, daughter of the Earth; symbolic of the energy of creation, shakti, rajas guna, who is trapped in Lanka",Sītā,Sita,,,sItA,,,,,,,siitaa,,,
S,शीत,"cool, cooling; cold",śīta,sita,śhīta,shita,zIta,sitala,,,,,,shIta,shiita,,
S,सीताबानी,forest area where Sītā lived during exile,Sītābānī,Sitabani,,,sItAbAnI,sitavan,,,,,,siitaabaanii,,,
S,शीतल,"cooling, cold",śītala,sitala,śhītala,shitala,zItala,,,,,,,shItala,shiitala,,
S,सीताराम,"Sitā and Rāma; a satvic form of goddess Tara called Vaishnava Tara, which is the united power of sītārāma (Si{tara}ma)",Sītārāma,Sitarama,,,sItArAma,Sitaram,,,,,,siitaaraama,,,
S,शिथिलयति,"relax, slacken, loosen",śithilayati,sithilayati,śhithilayati,shithilayati,zithilayati,,,,,,,,,,
S,शीत्कारिन्,"uttering the sound ""sit' while drawing breath, a prāṇāyāma technique",śītkārin,sitkarin,śhītkārin,shitkarin,zItkArin,sitkari,,,,,,shItkArin,shiitkaarin,,
S,शिव,"The Auspicious one, Name of the disintegrating or destroying and reproducing deity (who constitutes the third god of the Hindu Triad",Śiva,siva,śhiva,shiva,ziva,shivas,shtva,,,,,shiwa,,,
S,शिव संहिता,text on Haṭha Yoga,Śiva saṃhitā,Siva samhita,Śhiva saṃhitā,Śhiva samhita,,,,,,,,shiva saMhitA,shiva sa.mhitA,shiva sa.nhitA,shiva saMhitaa
S,शिव संहिता,text on Haṭha Yoga,Śiva saṃhitā,,,,ziva saMhitA,Śiva saṁhitā,,,,,,shiva sa.mhitaa,shiva sa.nhitaa,shiwa saMhitA,shiwa sa.mhitA
S,शिव संहिता,text on Haṭha Yoga,Śiva saṃhitā,,,,,,,,,,,shiwa sa.nhitA,shiwa saMhitaa,shiwa sa.mhitaa,shiwa sa.nhitaa
S,शिवलिङ्ग,an abstract or aniconic representation of the Hindu god Śiva in Shaivism; Śiva worshipped in the form of a phallus,śivaliṅga,sivalinga,śhivaliṅga,shivalinga,zivaliGga,shivalingam,,,,,,shivali~Nga,shiwali~Nga,,
S,शिवानी,"another name for Pārvatī, wife of Śiva.",Śivānī,Sivani,Śhivānī,Shivani,zivAnI,,,,,,,shivaanii,,,
S,शिवरात्रि,Śivarātri refers to “Śiva’s night” and is a popular fast and festival held in honour of Śiva on the 14th of the dark half of the month Māgha or January-February with many solemn ceremonies observed during the day and night,śivarātri,sivaratri,śhivarātri,shivaratri,zivarAtri,,,,,,,shivarAtri,shivaraatri,shiwarAtri,
S,शिवरात्रि,Śivarātri refers to “Śiva’s night” and is a popular fast and festival held in honour of Śiva on the 14th of the dark half of the month Māgha or January-February with many solemn ceremonies observed during the day and night,śivarātri,,,,,,,,,,,shiwaraatri,,,
S,शिवारि,a derogatory term for a woman of lowest class in the Indian caste system,śivāri,sivari,śhivāri,shivari,zivAri,,,,,,,shivAri,shivaari,shiwAri,
S,शबरी,a tribal woman devoted to Sri Rama; she offered berries after tasting each one to make sure they were sweet; an example where in devotional stage cultural rules are broken,Śābarī,Sabari,Śhābarī,Shabari,zAbarI,,,,,,,shaabarii,shAbarI,,
S,शिवाय,"to Śiva, as in I bow to Lord Śiva from Om Namah Śivāya",Śivāya,Sivaya,Śhivāya,Shivaya,zivAya,,,,,,,shivAya,shivaaya,shiwAya,
S,शिवाय,"to Śiva, as in I bow to Lord Śiva from Om Namah Śivāya",Śivāya,,,,,,,,,,,shiwaaya,,,
S,शिवॊहम्,"means ""I am Śiva""",Śivoham,sivoham,śhivoham,shivoham,zivoham,zivo hum,,,,,,shiwoham,shivo ham,,
S,स्कन्द,"Kārttikeya, the god of war; a name of Śiva; the body; a king; leaping, quicksilver; and other meanings",skanda,,,,,,,,,,,,,,
S,श्लोक,"praising in verse, extolling, a hymn, a proverb or saying, a stanza or verse",śloka,sloka,śhloka,shloka,zloka,slokas,shlokas,,,,,,,,
S,स्मरण,remembrance,smaraṇa,smarana,,,smaraNa,smaranam,,,,,,,,,
S,स्मृत,"thought of, remembered, called to mind",smṛta,smrta,smṛita,smrita,smRta,smrtah,,,,,,smR^ita,smRRita,,
S,स्मृति,"memory, past memory, remembrance (one of five types of vṛtti); lit. “with the beginning”",smṛti,smrti,smṛiti,smriti,smRti,,,,,,,smR^iti,,,
S,स्नेहन्,"friend, moon",snehan,,,,,,,,,,,,,,
S,स्नेहन,"anointing, rubbing with oil",snehana,,,,,,,,,,,,,,
S,सो हम्,"I am He, the Deity and I are one",so haṃ,so ham,,,so haM,soham,so haṁ,,,,,so ha.m,so ha.n,,
S,शोभा,"splendor, beauty",śobha,sobha,śhobha,shobha,zobha,,,,,,,,,,
S,,sixteen energy centers for concentration,śodaśādhāra,sodasadhara,śhodaśhādhāra,shodashadhara,zodazAdhAra,,,,,,,shodashAdhAra,shodashaadhaara,,
S,षोडशक,"having sixteen parts , sixteen",ṣoḍaśaka,sodasaka,ṣhoḍaśhaka,shodashaka,SoDazaka,sodasakat,sodasakah,,,,,ShoDashaka,,,
S,षोडशी,"waxing and waning of the moon, ",ṣoḍaśī,sodasi,ṣhoḍaśhī,shodashi,SoDazI,sodashi,,,,,,ShoDashI,ShoDashii,,
S,शोधन,means of purification,śodhana,sodhana,śhodhana,shodhana,zodhana,sodhan,shodhan,,,,,,,,
S,शोक,sorrow or grief,śoka,soka,śhoka,shoka,zoka,,,,,,,,,,
S,सोम मण्डल,yogik term for the pituitary gland,soma maṇḍala,soma mandala,,,soma maNDala,,,,,,,,,,
S,सोपक्रम,active; rapidly-fructifying; lit. “with the beginning”,sopakrama,,,,,sopakramam,,,,,,,,,
S,स्पर्श,subtle element of touch,sparśa,sparsa,sparśha,sparsha,sparza,,,,,,,,,,
S,स्पर्श तन्मात्र,subtle element or principle of touch; essence of the sense of touch; associated with the air element & Anāhata Chakra,sparśa tanmātra,sparsa tanmatra,sparśha tanmātra,sparsha tanmatra,sparza tanmAtra,,,,,,,sparsha tanmAtra ,sparsha tanmaatra ,,
S,स्पर्शहानि,loss of tactile sensation,sparśahāni,sparsahani,sparśhahāni,sparshahani,sparzahAni,sparshaha,,,,,,sparshahAni,sparshahaani,,
S,स्फट,"crystal, a snake's expanded hood",sphaṭa,sphata,,,sphaTa,spata,,,,,,,,,
S,श्राद्ध,faith and devotion on that which is TRUE,śraddhā,sraddha,śhraddhā,shraddha,zraddhA,shradda,,,,,,shraddhA,shraddhaa,,
S,श्रावण,listening; study of scriptures; testimonial knowledge; supernormal power of hearing,śravaṇa,sravana,śhravaṇa,shravana,zravaNa,shravan,,,,,,shravaNa,shrawaNa,,
S,श्रवस्,"fame, glory; wealth; hymn, praise; sound, shout; the ear",śravas,sravas,śhravas,shravas,zravas,,,,,,,shrawas,,,
S,श्रेय,"trustfulness, confidence",śreya,sreya,śhreya,shreya,zreya,sreyan,,,,,,,,,
S,श्री,"as in Śrī Kṛṣṇa; the three objects of human existence taken collectively (dharma, artha and kāma)",śrī,sri,śhrī,shri,zrI,swi,,,,,,shrI,shrii,,
S,सृदर,one of 24 forms of Viṣṇu; epithets of Viṣṇu,śrīdhara,sridhara,śhrīdhara,shridhara,zrIdhara,shridar,,,,,,shrIdhara,shriidhara,,
S,श्रीमत्,"radiant, splendid or holy.  literally: Those with a wealth ('Sri') of religion ('mad')",śrīmat,srimat,śhrīmat,shrimat,zrImat,srimad,,,,,,shrImat,shriimat,,
S,श्रीमत्,"radiant, splendid or holy.  literally: Those with a wealth ('Sri') of religion ('mad')",śrīmat,,,,,sriman,shrimad,,,,,,,,
S,शृङ्ग,"a horn, as in a deer horn",śṛṅga,srnga,śhṛiṅga,shringa,zRGga,,,,,,,shR^i~Nga,shRRi~Nga,,
S,शृङ्गभस्म,"ash of horn (e.g., deer) for medicinal use",śṛṅgabhasma,srngabhasma,śhṛiṅgabhasma,shringabhasma,zRGgabhasma,,,,,,,shR^i~Ngabhasma,shRRi~Ngabhasma,,
S,श्रोत्र,"ear, the organ of hearing",śrotra,srotra,śhrotra,shrotra,zrotra,srotram,,,,,,,,,
S,सृत,"as in sirat śhabda yoga, the yoga of sound or anahat nada",sṛta,srta,sṛita,srita,sRta,sirat,,,,,,sR^ita,sRRita,,
S,स्रुच्,large wooden ladle for offering ghee in yajna,sruc,,sruch,,,sruk,,,,,,,,,
S,सूरत,"attention or facing toward; as in sūrat śabda yoga, nada yoga, or yoga of inner sound; a method of laya yoga of dissolving the mind into the sound current",sūrat,surat,,,sUrat,sirat,,,,,,suurat,,,
S,श्रुति,"The Srutis are revealed scripture; literally, “what is heard”:  Vedas (Ṛg, Sãma, Yajur & Atharva); can also refer to one's hearing function",śruti,sruti,śhruti,shruti,zruti,srutih,,,,,,,,,
S,स्रुव,small wooden ladle,sruva,,,,,,,,,,,sruwa,,,
S,स्तम्भ,"stupor, one of eight physical symptoms that appear in the body during extreme negative or positive emotions",stambha,,,,,,,,,,,,,,
S,स्ताव,praise,stāva,stava,,,stAva,,,,,,,staava,stAwa,staawa,
S,स्थैर्यं,"steadiness; firmness, stability",sthairyaṃ,sthairyam,,,sthairyaM,sthairyaṁ,,,,,,sthairya.m,sthairya.n,,
S,स्तन,"situation; position; state; place, locality, region; abode, domain, sphere; the act of standing",sthāna,sthana,,,sthAna,,,,,,,,,,
S,स्थाणु,"literally standing firm or motionless, a name of Śiva",sthāṇu,sthanu,,,sthANu,,,,,,,sthaaNu,,,
S,स्थिर,"firm, steady, fixed, motionless; still",sthira,,,,,,,,,,,,,,
S,स्थिरता,"firmness of body through practice of Āsana, Mudrā, etc.; steadiness of mind through concentration",sthiratā,sthirata,,,sthiratA,,,,,,,sthirataa,,,
S,स्थिति,"stability, absorption, established",sthiti,,,,,,,,,,,,,,
S,स्थूल,"gross; as in sthūla bhūta or the five gross elements (space, air, fire, water, and earth) or sthūla śarīra, the gross body.",sthūla,sthula,,,sthUla,sthūl,,,,,,sthuula,,,
S,स्थूल ब्रह्म,"one of three forms of goddess Kālī, this one is a form as an image and the object of worship",sthūla brahma,sthula brahma,,,sthUla brahma,sthulabrahm,,,,,,sthuula brahma,,,
S,स्थूल शरीर,"gross body, physical body",sthūla śarīra,sthula sarira,sthūla śharīra,sthula sharira,sthUla zarIra,,,,,,,sthUla sharIra,sthuula shariira,,
S,स्त्यान,"thick, dullness, as in mental laziness (one of nine obstacles to yoga)",styāna,styana,,,styAna,,,,,,,styaana,,,
S,शुभ,"auspicioius, blessed",śubha,subha,śhubha,shubha,zubha,,,,,,,,,,
S,शुभेच्छा,"longing for the truth, the first of seven stages of knowledge",śubhecchā,subheccha,śhubhechchhā,shubhechchha,zubhechchhA,shubeccha,,,,,,shubhechChA,shubhechChaa,,
S,शुभेच्छा,"longing for the truth, the first of seven stages of knowledge",śubhecchā,,,,,shubhechha,subeccha,subecha,,,,,,,
S,शुचि,pure,śuci,suci,śhuchi,shuchi,zuchi,suchi,,,,,,,,,
S,सूचिका,needle,sūcikā,sucika ,sūchika ,suchika ,sUcikA ,,,,,,,suucikaa,,,
S,शुद्ध,"absolute, pure, correct",śuddha,suddha,śhuddha,shuddha,zuddha,,,,,,,,,,
S,शुद्धि,"purity, cleanliness, brightness, luster",śuddhi,suddhi,śhuddhi,shuddhi,zuddhi,shudhi,,,,,,,,,
S,शूद्र,man of the lowest of the 4 original castes or classes ,śūdra,sudra,śhūdra,shudra,zUdra,shudras,,,,,,shuudra,shUdra,,
S,सुख,"happiness: pleasure, comfort; those who are happy or comfortable",sukha,,,,,,,,,,,,,,
S,सुखपूर्वक,practiced with ease,sukhapūrvaka abhyāsa,sukhapurvaka abhyasa,sukhapUrvaka abhyAsa,,,,,,,,,sukhapuurvaka abhyaasa,sukhapUrwaka abhyAsa,sukhapuurwaka abhyaasa,
S,शुक्ल,"unsullied, white, spotless",śukla,sukla,śhukla,shukla,zukla,,,,,,,,,,
S,सूक्ष्म,subtle; as in sūkṣma sharīra or subtle body,sūkṣma,suksma,sūkṣhma,sukshma,sUkSma,suksmah,,,,,,suukShma,suuxma,,
S,सूक्ष्म,subtle; as in sūkṣma sharīra or subtle body,sūkṣma,,,,,suksmam,sūkṣm,,,,,,,,
S,सुक्षब्रह्म,"one of three forms of goddess Kālī, this one is formless, only energy, and mantra is its sadhana",sūkṣmabrahma,suksmabrahma,sūkṣhmabrahma,sukshmabrahma,sUkSmabrahma,sukshmabrahm,,,,,,sUkShmabrahma,suukShmabrahma,,
S,सुक्षब्रह्म,"one of three forms of goddess Kālī, this one is formless, only energy, and mantra is its sadhana",sūkṣmabrahma,,,,,,,,,,,sUxmabrahma,suuxmabrahma,,
S,सूक्ष्मशरीर,subtle body (Sthūla Śarīra),sūkṣmaśarīra,suksmasarira,sūkṣhmaśharīra,sukshmasharira,sUkSmazarIra,sukṣmaśarīra,,,,,,sUkShmasharIra,suukShmashariira,,
S,सूक्ष्मशरीर,subtle body (Sthūla Śarīra),sūkṣmaśarīra,,,,,,,,,,,sUxmasharIra,suuxmashariira,,
S,शूल,"grief, sorrow, sharp pain, spear point,",śūla,sula,śhūla,shula,zUla,,,,,,,shUla,shuula,,
S,सुन्दर,"noble, beautiful, lovely, charming, agreeable",sundara,,,,,sundar,,,,,,,,,
S,शून्य,"devoid, without, empty",śūnya,sunya,śhūnya,shunya,zUnya,,,,,,,shUnya,shuunya,,
S,शून्यता,"emptiness; zero, nothing; śūnyatā state is the same as kaivalya, no one is there to describe it",śūnyatā,sunyata,śhūnyatā,shunyata,zUnyatA,shyungyata,,,,,,shUnyatA,shuunyataa,,
S,सुप्त,"reclining, sleeping, lying down; resting, inactive",supta,,,,,,,,,,,,,,
S,सुरत शब्द योग,"one of the names of nada yoga, one listens to inner sounds",surat shabd yoga,,,,,,,,,,,,,,
S,शूर्पणखा,"demon sister of Rāvaṇa, who fell in love with Rāma",Śūrpanakhā,Surpanakha,Śhūrpanakhā,Shurpanakha,zUrpanakhA,Surpanaka,,,,,,shuurpanakhaa,,,
S,सूर्य,sun,sūrya,surya,,,sUrya,,,,,,,suurya,,,
S,सूर्य नमस्कार,“salute to the sun (as a symbol of ātmā or supreme soul); series of joined āsanas with regulated breath; sometimes includes bīja mantras and/or names of the sun as a part of the practice,sūrya namaskāra,surya namaskara,,,sUrya namaskAra,,,,,,,suurya namaskaara,,,
S,सुषुम्णा,"main nāḍī; located in the center of the spine, though which flows kuṇdalinī; aka suṣumnā",suṣumṇā,susumna,suṣhumṇā,sushumna,suSumNA,,,,,,,suShumNA,suShumNaa,sushumna nadi,
S,सुषुम्णा,"main nāḍī; located in the center of the spine, though which flows kuṇdalinī",suṣumṇā,,,,,shushumna,shushunma,Suṣumnā,,,,,,,
S,सुषुप्ति,dreamless sleep,suṣupti,susupti,suṣhupti,sushupti,suSupti,,,,,,,suShupti,,,
S,सुट्,"pressing out, extracting",suṭ,sut,,,suT,,,,,,,,,,
S,सूत,charioteer,sūta,suta,,,sUta,,,,,,,suuta,,,
S,सूत्र,"thread, string; refers to an aphorism: a condensed statement requiring commentary, reflection & study in order to gain the full meaning & application",sūtra,sutra,,,sUtra,sutras,,,,,,suutra,,,
S,सुव,one of the seven worlds,sūva,suva,,,sUva,,,,,,,suuva,sUwa,suuwa,
S,स्व,one’s own; one’s own Self; the human soul,sva,,,,,,,,,,, ,,,
S,स्वधर्म,one’s own natural duty or character,svadharma,,,,,,,,,,,swadharma,,,
